Nome,Evento Generale,Warning Generale,Evento Specifico,Warning Specifico,Evento Specifico Vecchio
60 Hs H 100 JUNIOR MASCHILI EPTATHLON,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60m PRO/SEN MASCHILI EPTATHLON,corsa piana,,60m,,60m
1000m PRO/SEN MASCHiLI EPTATHLON,corsa piana,,1000m,,1000m
60 Hs H 106 PRO/SEN MASCHILI EPTATHLON,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
Salto in alto ALLIEVE PENTATHLON,alto,,Salto in alto,,Salto in alto
Salto in lungo ALLIEVE PENTATHLON,lungo,,Salto in lungo,,Salto in lungo
Salto in alto J/P/S FEMMINILE PENTATHLON,alto,,Salto in alto,,Salto in alto
Salto lungo J/P/S FEMMINILE PENTATHLON,lungo,,Salto in lungo,,Salto in lungo
Salto in alto ALLIEVI PENTATHLON,alto,,Salto in alto,,Salto in alto
Salto in lungo ALLIEVI PENTATHLON,lungo,,Salto in lungo,,Salto in lungo
Salto in alto JUNIOR MASCHILE EPTATHLON,alto,,Salto in alto,,Salto in alto
Salto con l'asta JUN. MASCHILE EPTATHLON,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo JUNIOR MASCHILI EPTATHLON,lungo,,Salto in lungo,,Salto in lungo
Salto in alto PRO/SEN MASCHILE EPTATHLON,alto,,Salto in alto,,Salto in alto
Salto l'asta PRO/SEN MASCHILE EPTATHON,asta,,Salto con l'asta,,Salto con l’asta
Salto lungo PRO/SEN MASCHILE EPTATHLON,lungo,,Salto in lungo,,Salto in lungo
Salto in alto ASSOLUTO MASCHILE,alto,,Salto in alto,,Salto in alto
Salto con l'asta ASSOLUTO MASCHILE,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo ASSOLUTO MASCHILE,lungo,,Salto in lungo,,Salto in lungo
Salto triplo ASSOLUTO MASCHILE,alto,,Salto in alto,,Salto triplo
Salto in alto ASSOLUTO FEMMINILE,alto,,Salto in alto,,Salto in alto
Salto con l'asta ASSOLUTO FEMMINILE,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo ASSOLUTO FEMMINILE,lungo,,Salto in lungo,,Salto in lungo
Salto triplo ASSOLUTO FEMMINILE,alto,,Salto in alto,,Salto triplo
60m  A/J/P/S M,corsa piana,,60m,,60m
60 Hs H 100  JUNIOR M,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60 Hs H 106  A/J/P/S M,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60 Hs H 91-8.50 SM 50-59,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60m  A/J/P/S F,corsa piana,,60m,,60m
60 Hs H 84-8.50  A/J/P/S F,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
Salto in alto  A/J/P/S M,alto,,Salto in alto,,Salto in alto
Salto con l'asta  A/J/P/S M,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo  A/J/P/S M,lungo,,Salto in lungo,,Salto in lungo
Salto triplo  A/J/P/S M,alto,,Salto in alto,,Salto triplo
Salto in alto  A/J/P/S F,alto,,Salto in alto,,Salto in alto
Salto con l'asta  A/J/P/S F,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo  A/J/P/S F,lungo,,Salto in lungo,,Salto in lungo
Salto triplo  A/J/P/S F,alto,,Salto in alto,,Salto triplo
1000m DONNE AD INVITO,corsa piana,,1000m,,1000m
60m  DONNE,corsa piana,,60m,,60m
200m  DONNE,corsa piana,,200m,,200m
400m  DONNE,corsa piana,,400m,,400m
800m  DONNE,corsa piana,,800m,,800m
1500m  DONNE,corsa piana,,1500m,,1500m
3000m  DONNE,corsa piana,,3000m,,3000m
60Hs H84  DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
Staffetta 4x2 giri  DONNE,staffetta,,4x400m,,4x400m
60m  UOMINI,corsa piana,,60m,,60m
200m  UOMINI,corsa piana,,200m,,200m
400m  UOMINI,corsa piana,,400m,,400m
800m  UOMINI,corsa piana,,800m,,800m
1500m  UOMINI,corsa piana,,1500m,,1500m
3000m  UOMINI,corsa piana,,3000m,,3000m
60Hs H100  JUNIOR UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60Hs H106  UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
Staffetta 4x2 giri  UOMINI,staffetta,,4x400m,,4x400m
Salto con l'asta  DONNE - GR. 1,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo  DONNE,lungo,,Salto in lungo,,Salto in lungo
Salto con l'asta  DONNE - GR. 2,asta,,Salto con l'asta,,Salto con l’asta
Salto con l'asta  UOMINI - GR. 1,asta,,Salto con l'asta,,Salto con l’asta
Salto con l'asta  UOMINI - GR. 2,asta,,Salto con l'asta,,Salto con l’asta
Salto in alto/HJ MASTER UOMINI,alto,,Salto in alto,,Salto in alto
Salto in lungo/LJ MASTER UOMINI,lungo,,Salto in lungo,,Salto in lungo
Salto triplo/TJ MASTER UOMINI,alto,,Salto in alto,,Salto triplo
Salto in alto/HJ MASTER DONNE,alto,,Salto in alto,,Salto in alto
Salto in lungo/LJ MASTER DONNE,lungo,,Salto in lungo,,Salto in lungo
Salto triplo/TJ MASTER DONNE,alto,,Salto in alto,,Salto triplo
60m J/P/S MASCHILI,corsa piana,,60m,,60m
60 Hs H 106 JUN/PRO/SEN MASCHILI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
60m ALLIEVI,corsa piana,,60m,,60m
60m J/P/S FEMMINILI,corsa piana,,60m,,60m
60m ALLIEVE,corsa piana,,60m,,60m
60 Hs H 91-8.50 SM50/SM55,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60m EPTATHLON UOMINI,corsa piana,,60m,,60m
60Hs H 106 EPTATHLON UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
1000m EPTATHLON UOMINI,corsa piana,,1000m,,1000m
60m EPTATHLON JUNIOR UOMINI,corsa piana,,60m,,60m
60Hs H 100 EPTATHLON JUNIOR UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
1000m EPTATHLON JUNIOR UOMINI,corsa piana,,1000m,,1000m
60Hs H 84 PENTATHLON JUN. PRO. DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
800m PENTATHLON DONNE,corsa piana,,800m,,800m
60Hs H 76 PENTATHLON ALLIEVE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
800m PENTATHLON ALLIEVE,corsa piana,,800m,,800m
60Hs H 91 PENTATHLON ALLIEVI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h91-9.14
1000m PENTATHLON ALLIEVI,corsa piana,,1000m,,1000m
200m  DONNE EXTRA,corsa piana,,200m,,200m
400m  DONNE EXTRA,corsa piana,,400m,,400m
800m  DONNE EXTRA,corsa piana,,800m,,800m
200m  UOMINI EXTRA,corsa piana,,200m,,200m
400m  UOMINI EXTRA,corsa piana,,400m,,400m
800m  UOMINI EXTRA,corsa piana,,800m,,800m
Lungo EPTATHLON UOMINI,lungo,,Salto in lungo,,Salto in lungo
Alto EPTATHLON UOMINI,alto,,Salto in alto,,Salto in alto
Asta EPTATHLON UOMINI,asta,,Salto con l'asta,,Salto con l’asta
Lungo EPTATHLON JUNIOR UOMINI,lungo,,Salto in lungo,,Salto in lungo
Alto EPTATHLON JUNIOR UOMINI,alto,,Salto in alto,,Salto in alto
Asta EPTATHLON JUNIOR UOMINI,asta,,Salto con l'asta,,Salto con l’asta
Alto PENTATHLON JUN. PRO. DONNE,alto,,Salto in alto,,Salto in alto
Lungo PENTATHLON DONNE,lungo,,Salto in lungo,,Salto in lungo
Alto PENTATHLON ALLIEVE,alto,,Salto in alto,,Salto in alto
Lungo PENTATHLON ALLIEVE,lungo,,Salto in lungo,,Salto in lungo
Lungo PENTATHLON ALLIEVI,lungo,,Salto in lungo,,Salto in lungo
Alto PENTATHLON ALLIEVI,alto,,Salto in alto,,Salto in alto
Asta  DONNE EXTRA - GR. 1,asta,,Salto con l'asta,,Salto con l’asta
Asta  DONNE EXTRA - GR. 2,asta,,Salto con l'asta,,Salto con l’asta
60Hs H 76  ALLIEVE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
60Hs H 84  DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
Staffetta 4x1giro  ALLIEVE,staffetta,,4x200m,,4x200m
60Hs H 91  ALLIEVI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h91-9.14
60Hs H 100  JUNIOR UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60Hs H 106  UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
Staffetta 4x1giro  ALLIEVI,staffetta,,4x200m,,4x200m
Alto  ALLIEVE,alto,,Salto in alto,,Salto in alto
Asta  ALLIEVE,asta,,Salto con l'asta,,Salto con l’asta
Lungo DONNE,lungo,,Salto in lungo,,Salto in lungo
Triplo  DONNE,triplo,,Salto triplo,,Salto triplo
Alto  ALLIEVI,alto,,Salto in alto,,Salto in alto
Asta  ALLIEVI,asta,,Salto con l'asta,,Salto con l’asta
Lungo  UOMINI,lungo,,Salto in lungo,,Salto in lungo
Triplo UOMINI,triplo,,Salto triplo,,Salto triplo
Salto Quadruplo Ragazzi,alto,,Salto in alto,,Salto quadruplo
Salto Quadruplo Ragazze,alto,,Salto in alto,,Salto quadruplo
60 piani UOMINI AD INVITO,corsa piana,,60m,,60m
600 metri TETRATHLON CADETTE,corsa piana,,600m,,600m
60Hs PENTATHLON Master DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
800m PENTATHLON Master DONNE,corsa piana,,800m,,800m
60Hs PENTATHLON Master UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
1000m PENTATHLON Master UOMINI,corsa piana,,1000m,,1000m
60m  MASTER DONNE,corsa piana,,60m,,60m
200m  MASTER DONNE,corsa piana,,200m,,200m
400m  MASTER DONNE,corsa piana,,400m,,400m
800m  MASTER DONNE,corsa piana,,800m,,800m
1500m  MASTER DONNE,corsa piana,,1500m,,1500m
3000m  MASTER DONNE,corsa piana,,3000m,,3000m
60Hs  MASTER DONNE (40-45),ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60Hs  MASTER DONNE (50-55),ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60Hs  MASTER DONNE (60>),ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
Marcia 3000m  MASTER DONNE,marcia,,Marcia 3000m,,Marcia 3000m
Staffetta 4x1giro  MASTER DONNE,staffetta,,4x200m,,4x200m
60m  MASTER UOMINI,corsa piana,,60m,,60m
60m  UOMINI EXTRA,corsa piana,,60m,,60m
200m  MASTER UOMINI,corsa piana,,200m,,200m
400m  MASTER UOMINI,corsa piana,,400m,,400m
800m  MASTER UOMINI,corsa piana,,800m,,800m
1500m  MASTER UOMINI,corsa piana,,1500m,,1500m
3000m  MASTER UOMINI,corsa piana,,3000m,,3000m
60Hs  MASTER UOMINI (35-45),ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60Hs  MASTER UOMINI (50-55),ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60Hs  MASTER UOMINI (60-65),ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60Hs  MASTER UOMINI (70-75),ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60Hs  MASTER UOMINI (80>),ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
Marcia 3000m  MASTER UOMINI,marcia,,Marcia 3000m,,Marcia 3000m
Staffetta 4x1giro  MASTER UOMINI,staffetta,,4x200m,,4x200m
Alto PENTATHLON Master DONNE,alto,,Salto in alto,,Salto in alto
Lungo PENTATHLON Master DONNE,lungo,,Salto in lungo,,Salto in lungo
Lungo PENTATHLON Master UOMINI,lungo,,Salto in lungo,,Salto in lungo
Alto PENTATHLON Master UOMINI,alto,,Salto in alto,,Salto in alto
Alto  MASTER DONNE,alto,,Salto in alto,,Salto in alto
Asta  MASTER DONNE,asta,,Salto con l'asta,,Salto con l’asta
Lungo  MASTER DONNE,lungo,,Salto in lungo,,Salto in lungo
Alto  MASTER UOMINI,alto,,Salto in alto,,Salto in alto
Asta  MASTER UOMINI,asta,,Salto con l'asta,,Salto con l’asta
Lungo  MASTER UOMINII (35-50) Gr.1,lungo,,Salto in lungo,,Salto in lungo
Triplo  MASTER UOMINI,triplo,,Salto triplo,,Salto triplo
Lungo  MASTER UOMINI (55>) Gr.2,lungo,,Salto in lungo,,Salto in lungo
Salto in alto - AJPS Uomini,alto,,Salto in alto,,Salto in alto
Salto con l'asta - AJPS Uomini,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo - AJPS uomini,lungo,,Salto in lungo,,Salto in lungo
Salto triplo - AJPS Uomini,alto,,Salto in alto,,Salto triplo
Salto in alto - AJPS Donne,alto,,Salto in alto,,Salto in alto
Salto con l'asta - AJPS Donne,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo - AJPS Donne,lungo,,Salto in lungo,,Salto in lungo
Salto triplo - AJPS Donne,alto,,Salto in alto,,Salto triplo
60m EPTATHLON,corsa piana,,60m,,60m
60 Hs EPTATHLON,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
1000m EPTATHLON,corsa piana,,1000m,,1000m
60 Hs PENTATHLON,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
800m PENTATHLON,corsa piana,,800m,,800m
Salto in lungo EPTATHLON,lungo,,Salto in lungo,,Salto in lungo
Salto in alto EPTATHLON,alto,,Salto in alto,,Salto in alto
Salto con l'asta EPTATHLON,asta,,Salto con l'asta,,Salto con l’asta
Salto in alto PENTATHLON,alto,,Salto in alto,,Salto in alto
Salto in lungo PENTATHLON,lungo,,Salto in lungo,,Salto in lungo
55 metri EM6,corsa piana,,55m,,55m
200 metri EM6,corsa piana,,200m,,200m
55 metri EF6,corsa piana,,55m,,55m
200 metri EF6,corsa piana,,200m,,200m
55 metri EM8,corsa piana,,55m,,55m
200 metri EM8,corsa piana,,200m,,200m
55 metri EF8,corsa piana,,55m,,55m
200 metri EF8,corsa piana,,200m,,200m
55 metri EM10,corsa piana,,55m,,55m
200 metri EM10,corsa piana,,200m,,200m
Salto in lungo/LJ EM10,lungo,,Salto in lungo,,Salto in lungo
55 metri EF10,corsa piana,,55m,,55m
200 metri EF10,corsa piana,,200m,,200m
Salto in lungo/LJ EF10,lungo,,Salto in lungo,,Salto in lungo
55 metri Ragazzi,corsa piana,,55m,,55m
600 metri Ragazzi,corsa piana,,600m,,600m
Marcia 2000m Ragazzi,marcia,,Marcia 2000m,,Marcia 2000m
55 metri Ragazze,corsa piana,,55m,,55m
600 metri Ragazze,corsa piana,,600m,,600m
Marcia 2000m Ragazze,marcia,,Marcia 2000m,,Marcia 2000m
55 metri Cadetti,corsa piana,,55m,,55m
300 piani Cadetti,corsa piana,,300m,,300m
600 metri Cadetti,corsa piana,,600m,,600m
55 metri Cadette,corsa piana,,55m,,55m
55 Hs H 76-8.00 Cadette,ostacoli,,55 Hs,non conosco l'altezza,55 Hs h76-8.00
300 piani Cadette,corsa piana,,300m,,300m
600 metri Cadette,corsa piana,,600m,,600m
55 metri Allievi,corsa piana,,55m,,55m
200 metri Allievi,corsa piana,,200m,,200m
400 metri Allievi,corsa piana,,400m,,400m
800 metri Allievi,corsa piana,,800m,,800m
Marcia 3000m Allievi,marcia,,Marcia 3000m,,Marcia 3000m
55 metri Allieve,corsa piana,,55m,,55m
200 metri Allieve,corsa piana,,200m,,200m
400 metri Allieve,corsa piana,,400m,,400m
55 metri Juniores Uomini,corsa piana,,55m,,55m
200 metri Juniores Uomini,corsa piana,,200m,,200m
400 metri Juniores Uomini,corsa piana,,400m,,400m
55 metri Juniores Donne,corsa piana,,55m,,55m
200 metri Juniores Donne,corsa piana,,200m,,200m
55 metri Adulti Maschi,corsa piana,,55m,,55m
200 metri Adulti Maschi,corsa piana,,200m,,200m
400 metri Adulti Maschi,corsa piana,,400m,,400m
800 metri Adulti Maschi,corsa piana,,800m,,800m
1500 metri Adulti Maschi,corsa piana,,1500m,,1500m
3000 metri Adulti Maschi,corsa piana,,3000m,,3000m
Marcia 3000m Adulti Maschi,marcia,,Marcia 3000m,,Marcia 3000m
Staffetta 4x1 giro Adulti Maschi,staffetta,,4x200m,,4x200m
Salto in alto/HJ Adulti Maschi,alto,,Salto in alto,,Salto in alto
Salto in lungo/LJ Adulti Maschi,lungo,,Salto in lungo,,Salto in lungo
55 metri Adulti Femmine,corsa piana,,55m,,55m
200 metri Adulti Femmine,corsa piana,,200m,,200m
400 metri Adulti Femmine,corsa piana,,400m,,400m
800 metri Adulti Femmine,corsa piana,,800m,,800m
1500 metri Adulti Femmine,corsa piana,,1500m,,1500m
Marcia 3000m Adulti Femmine,marcia,,Marcia 3000m,,Marcia 3000m
Staffetta 4x1 giro Adulti Femmine,staffetta,,4x200m,,4x200m
Salto in lungo/LJ Adulti Femmine,lungo,,Salto in lungo,,Salto in lungo
Trofeo `Premio di Qualità`,altro,,altro,,altro
Risultati 1^ giornata,altro,,altro,,altro
60 piani Femminile,corsa piana,,60m,,60m
60 Hs H 84-8.50 JF-PF-SF,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
60 piani Maschile,corsa piana,,60m,,60m
60 Hs H 100 Junior Maschile,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60 Hs H 106 Maschile,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
60 Hs Master M60,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60 metri Uomini,corsa piana,,60m,,60m
60 Hs H100 Juniores M,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60 Hs H106 Uomini,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
60 metri Donne,corsa piana,,60m,,60m
60 Hs H84 Donne,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
TUTTI I RISULTATI,altro,,altro,,altro
1/STA 12-01-2020,altro,,altro,,altro
1/STA 11-01-2020,altro,,altro,,altro
RISULTATI 1ª GIORNATA,altro,,altro,,altro
200m Cadetti,corsa piana,,200m,,200m
1000m Cadetti,corsa piana,,1000m,,1000m
Marcia 2000m Cadetti,marcia,,Marcia 2000m,,Marcia 2000m
200m Cadette,corsa piana,,200m,,200m
1000m Cadette,corsa piana,,1000m,,1000m
Marcia 2000m Cadette,marcia,,Marcia 2000m,,Marcia 2000m
1000m Ragazzi,corsa piana,,1000m,,1000m
Marcia 1000m Ragazzi,marcia,,Marcia 1000m,,Marcia 1000m
1000m Ragazze,corsa piana,,1000m,,1000m
Salto in lungo Ragazze,lungo,,Salto in lungo,,Salto in lungo
Marcia 1000m Ragazze,marcia,,Marcia 1000m,,Marcia 1000m
Mod. 1sta 11/01/2020,altro,,altro,,altro
Mod. 1sta 12/01/2020,altro,,altro,,altro
60m Allievi Finale,corsa piana,,60m,,60m
60m Allieve Finale,corsa piana,,60m,,60m
50 Hs H91 AM,ostacoli,,50 Hs,non conosco l'altezza,60 Hs h91-9.14
50m Uomini,corsa piana,,50m,,50m
50 Hs H84 JF,ostacoli,,50 Hs,non conosco l'altezza,60 Hs h84-8.50
50 Hs H76 AF,ostacoli,,50 Hs,non conosco l'altezza,50 Hs h76-8.50
50m Donne,corsa piana,,50m,,50m
Mod. 1sta,altro,,altro,,altro
100 Hs H 84-8.50 Donne,ostacoli,,100 Hs,non conosco l'altezza,100 Hs h84-8.50
60m Uomini Fispes,corsa piana,,60m,,60m
1/STA - 18/01/2020,altro,,altro,,altro
1/STA - 19/01/2020,altro,,altro,,altro
60m Juniores Maschi,corsa piana,,60m,,60m
60 Hs H 100 Juniores Maschi,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
Salto in alto Juniores Maschi,alto,,Salto in alto,,Salto in alto
Salto con l'asta Juniores Maschi,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo Juniores Maschi,lungo,,Salto in lungo,,Salto in lungo
Salto triplo Juniores Maschi,alto,,Salto in alto,,Salto triplo
60m Promesse/Senior Uomini,corsa piana,,60m,,60m
Salto in alto Promesse/Senior Uomini,alto,,Salto in alto,,Salto in alto
Salto con l'asta Promesse/Senior Uomini,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo Promesse/Senior Uomini,lungo,,Salto in lungo,,Salto in lungo
Salto triplo Promesse/Senior Uomini,alto,,Salto in alto,,Salto triplo
60m Promesse/Senior Donne,corsa piana,,60m,,60m
60 Hs H 84-8.50 Promesse/Senior Donne,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
Salto in alto Promesse/Senior Donne,alto,,Salto in alto,,Salto in alto
Salto con l'asta Promesse/Senior Donne,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo Promesse/Senior Donne,lungo,,Salto in lungo,,Salto in lungo
Salto triplo Promesse/Senior Donne,alto,,Salto in alto,,Salto triplo
60 piani EPTATHLON I/O PS M,corsa piana,,60m,,60m
1000 metri EPTATHLON I/O PS M,corsa piana,,1000m,,1000m
60 Hs H 106 EPTATHLON I/O PS M,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
Salto in alto/HJ EPTATHLON I/O PS M,alto,,Salto in alto,,Salto in alto
Salto con l'asta/PV EPTATHLON I/O PS M,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo/LJ EPTATHLON I/O PS M,lungo,,Salto in lungo,,Salto in lungo
Peso/SP Kg 7.260 EPTATHLON I/O PS M,peso,,Peso 7.260Kg,,Peso Kg 7.260
800 metri PENTATHLON I/O JPS F,corsa piana,,800m,,800m
60 Hs H 84-8.50 PENTATHLON I/O JPS F,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
Salto in alto/HJ PENTATHLON I/O JPS F,alto,,Salto in alto,,Salto in alto
Salto in lungo/LJ PENTATHLON I/O JPS F,lungo,,Salto in lungo,,Salto in lungo
Peso/SP Kg 4.000 PENTATHLON I/O JPS F,peso,,Peso 4.000Kg,,Peso Kg 4.000
1000 metri PENTATHLON I/O AM,corsa piana,,1000m,,1000m
60 Hs H 91-9.14 PENTATHLON I/O AM,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h91-9.14
Salto in alto/HJ PENTATHLON I/O AM,alto,,Salto in alto,,Salto in alto
Salto in lungo/LJ PENTATHLON I/O AM,lungo,,Salto in lungo,,Salto in lungo
Peso/SP Kg 5.000 PENTATHLON I/O AM,peso,,Peso 5.000Kg,,Peso Kg 5.000
800 metri PENTATHLON I/O AF,corsa piana,,800m,,800m
60 Hs H 76-8.50 PENTATHLON I/O AF,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
Salto in alto/HJ PENTATHLON I/O AF,alto,,Salto in alto,,Salto in alto
Salto in lungo/LJ PENTATHLON I/O AF,lungo,,Salto in lungo,,Salto in lungo
Peso/SP Kg 3.000 PENTATHLON I/O AF,peso,,Peso 3.000Kg,,Peso Kg 3.000
EPTATHLON I/O PS M,prove multiple,,prove multiple,,Eptathlon indoor M
EPTATHLON I/O JM,prove multiple,,prove multiple,,Eptathlon indoor JM
PENTATHLON I/O JPS F,prove multiple,,prove multiple,,Pentathlon indoor F
PENTATHLON I/O AM,prove multiple,,prove multiple,,Pentathlon indoor AM
PENTATHLON I/O AF,prove multiple,,prove multiple,,Pentathlon indoor AF
TRIATHLON,prove multiple,,prove multiple,,ambiguo
TRIATHLON B,prove multiple,,prove multiple,,ambiguo
60 Hs H 106 Pro/Sen Uomini,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
Peso/SP Kg 5.000 Allievi,peso,,Peso 5.000Kg,,Peso Kg 5.000
Peso Kg 6.000 JUNIOR UOMINI,peso,,Peso 6.000Kg,,Peso Kg 6.000
Peso Kg 7.260 UOMINI,peso,,Peso 7.260Kg,,Peso Kg 7.260
Peso/SP Kg 3.000 Allieve,peso,,Peso 3.000Kg,,Peso Kg 3.000
Peso Kg 4.000 DONNE,peso,,Peso 4.000Kg,,Peso Kg 4.000
50 piani Allievi,corsa piana,,50m,,50m
50 Hs H 91 Allievi,ostacoli,,50 Hs,non conosco l'altezza,60 Hs h91-9.14
50 piani Allieve,corsa piana,,50m,,50m
50 Hs H 76 Allieve,ostacoli,,50 Hs,non conosco l'altezza,50 Hs h76-8.50
50 piani Juniores Uomini,corsa piana,,50m,,50m
50 Hs H 100 Juniores Uomini,ostacoli,,50 Hs,non conosco l'altezza,50 Hs h100-9.14
50 piani Juniores Donne,corsa piana,,50m,,50m
50 Hs H 84 Juniores Donne,ostacoli,,50 Hs,non conosco l'altezza,50 Hs h84-8.50
50 piani Promesse Uomini,corsa piana,,50m,,50m
50 Hs H 106  Promesse Uomini,ostacoli,,50 Hs,non conosco l'altezza,50 Hs h106-9.14
50 piani Promesse Donne,corsa piana,,50m,,50m
50 Hs H 84 Promesse Donne,ostacoli,,50 Hs,non conosco l'altezza,60 Hs h84-8.50
Modello 1sta 25/01/2020,altro,,altro,,altro
Modello 1sta 26/01/2020,altro,,altro,,altro
60m Uomini M35,corsa piana,,60m,,60m
60m Uomini M40,corsa piana,,60m,,60m
60m Uomini M45,corsa piana,,60m,,60m
60m Uomini M50,corsa piana,,60m,,60m
60m Uomini M55,corsa piana,,60m,,60m
60m Uomini M60,corsa piana,,60m,,60m
60m Uomini M65,corsa piana,,60m,,60m
60m Uomini M70,corsa piana,,60m,,60m
Salto in alto - Uomini M55,alto,,Salto in alto,,Salto in alto
Salto in alto Uomini M50,alto,,Salto in alto,,Salto in alto
Salto in alto Uomini M60,alto,,Salto in alto,,Salto in alto
Salto con l'asta Uomini M55,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo Uomini M40,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Uomini M50,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Uomini M60,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Uomini M75,lungo,,Salto in lungo,,Salto in lungo
Salto triplo Uomini M50,alto,,Salto in alto,,Salto triplo
Salto triplo Uomini M60,alto,,Salto in alto,,Salto triplo
Salto triplo Uomini M75,alto,,Salto in alto,,Salto triplo
60m Donne F35,corsa piana,,60m,,60m
60m Donne F40,corsa piana,,60m,,60m
60m Donne F45,corsa piana,,60m,,60m
60m Donne F55,corsa piana,,60m,,60m
Salto in lungo Donne F45,lungo,,Salto in lungo,,Salto in lungo
60 Hs H 100 Junior Uomini,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60Hs H 84-8.50 Donne,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
Risultati 1ª giornata,altro,,altro,,altro
1/STA - 25/01/2020,altro,,altro,,altro
Risultati 2ª giornata,altro,,altro,,altro
1/STA - 26/01/2020,altro,,altro,,altro
40 metri Esordienti Maschi 5,corsa piana,,40m,,40m
40 metri Esordienti Femmine 5,corsa piana,,40m,,40m
Modello 1sta,altro,,altro,,altro
Salto triplo A/S Donne,alto,,Salto in alto,,Salto triplo
Salto triplo A/S Uomini,alto,,Salto in alto,,Salto triplo
Peso Kg 2.000 Ragazzi,peso,,Peso 2.000Kg,,Peso Kg 2.000
Tutti i RIsultati,altro,,altro,,altro
1/STA-01/02/2020,altro,,altro,,altro
1/STA-02/02/2020,altro,,altro,,altro
Risultati Completi,altro,,altro,,altro
60 Hs H 100 AM/JM,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
